Date,Type,Contact,Description,Reference,Total,LineAccountCode,LineAccountName,LineDescription,Status,BankTxnID
2022-12-21,SPEND,LIVIN KAALVOETKIND,,,61.25,420,,Owner's Lunch,AUTHORISED,69de6f35-3132-46ad-b581-c7cf336b10a4
2022-12-21,SPEND,Woolworths,,,3.6,420,,Lunch,AUTHORISED,7e2e1f81-4e36-4c7e-a089-e69f3ea75e15
2022-12-22,RECEIVE,Morgan Schoermer,,,198.0,900,,,AUTHORISED,aa28e551-dbf9-49f6-a1b4-73c2021dab59
2022-12-22,SPEND,Cock & Bull,,,53.4,420,,Lunch,AUTHORISED,b5aba11e-cbab-4015-a0ce-2085adc75e0f
2022-12-22,SPEND,Puma Fuel,,,60.02,449,,Fuel,AUTHORISED,6a8c6694-d30c-49ca-a288-3393884ef2bf
2022-12-22,SPEND,Woolworths,,,13.5,420,,Lunch,AUTHORISED,dbacc0ae-c47d-4f34-a4c9-5f4268c39660
2022-12-22,SPEND,Cafe China,,,36.2,420,,Lunch,AUTHORISED,5dec7601-b302-4579-bffb-52c5b8cd3fd9
2022-12-22,SPEND,Yo My Goodness,,,20.62,420,,Lunch,AUTHORISED,db014888-f32f-4cb9-b38c-9f129fa98d7b
2022-12-22,SPEND,United Fuel,,,10.3,449,,Fuel,AUTHORISED,2b43f0dc-149b-49a0-8f3a-a6341cd033af
2022-12-23,RECEIVE,Morgan Schoermer,,,297.0,900,,,AUTHORISED,756ce513-d434-475d-adec-758b35e972f1
2022-12-23,SPEND,Code Cafe,,,141.54,420,,Lunch,AUTHORISED,e10f4437-1d27-477c-9f7d-3d828090faa8
2022-12-23,SPEND,Churro Time,,,13.5,420,,Lunch,AUTHORISED,a7620ee0-3127-462a-8d40-7935967ff9b4
2022-12-23,SPEND,Baked Red Hill,,,23.66,420,,Lunch,AUTHORISED,5cfa928f-8282-4fc2-a6cc-dcd1639f08f6
2022-12-23,SPEND,Mc Donald's,,,5.1,420,,Lunch,AUTHORISED,28d37288-9946-42ad-81bc-b5ff349c4695
2022-12-23,SPEND,Toy World,,,94.98,429,,Samples,AUTHORISED,1109a7e0-c848-4709-8afe-a941a075579d
2022-12-23,SPEND,Kmart,,,20.0,453,,,AUTHORISED,6e01e036-a611-4835-823c-d6606484ac39
2022-12-28,SPEND,Real Estate,,,350.0,469,,Office Rent,AUTHORISED,d729cde8-c69c-43e4-9cd0-42eaadb4449c
2022-12-28,RECEIVE,Morgan Schoermer,,,429.0,900,,,AUTHORISED,43f78397-8f6c-4622-8625-ab660611f1a0
2022-12-28,SPEND,Cotton on,,,10.0,429,,Samples,AUTHORISED,aeaedda7-541f-4583-8a22-08234a1e99d1
2022-12-28,SPEND,Yellow Cab,,,42.25,493,,Taxi,AUTHORISED,e3d71ffb-411a-4bcd-b33c-19ea03ed5f94
2022-12-28,SPEND,United Fuel,,,13.35,449,,Fuel,AUTHORISED,dbe22908-807b-4550-a6d2-3de1be9bbdd1
2022-12-28,SPEND,Virgin Airlines,,,60.0,493,,Extra Luggage,AUTHORISED,d92d418b-471e-4fb3-aa8c-63487d73fd03
2022-12-28,SPEND,Cairns Bulk Meats,,,62.29,420,,Owner's Lunch,AUTHORISED,d82f9a51-605a-454a-a8ad-fb6579242f1b
2022-12-28,SPEND,Gorman,,,100.0,429,,Samples,AUTHORISED,4b9d4f39-48a9-4317-bf33-da0d2a782fc6
2022-12-28,SPEND,Johnsons Farm Cafe,,,26.96,420,,Lunch,AUTHORISED,2e8cb0f3-0543-40d6-a617-993187097bf3
2022-12-28,SPEND,Banjos,,,22.85,420,,Lunch,AUTHORISED,8171a9b4-dfc3-4a92-8733-de2344c35b79
2022-12-28,SPEND,Cairns Council,,,4.55,429,,Parking,AUTHORISED,91dd0d3e-1e24-48f2-8f70-9af66d23a59e
2022-12-28,RECEIVE,Parliament Skate Shop,,,500.0,258,,Photography work,AUTHORISED,2c635542-9612-41d6-b1b4-2a5b5881bbe7
2022-12-28,SPEND,Morgan Schoermer,,,131.56,420,,,DELETED,dd007616-23d8-4816-abef-41ff6e70823c
2022-12-28,SPEND,CAIRNS 24 HR MEDICAL,,,131.56,493,,,AUTHORISED,21f478af-5f7d-4a80-8d04-9f2dc4eaf1b2
2022-12-29,SPEND,Morgan Schoermer,,,250.0,900,,,AUTHORISED,201f7789-f28d-48f1-8c7e-cc4c834bf0b5
2022-12-29,RECEIVE,Morgan Schoermer,,,350.0,900,,,AUTHORISED,e03e74db-1e88-4d1e-84f3-3868e9470724
2022-12-29,RECEIVE,Morgan Schoermer,,,40.0,900,,,AUTHORISED,60b2a37f-b76d-4492-a2a2-26afb31a761c
2022-12-29,RECEIVE,Morgan Schoermer,,,250.0,900,,,AUTHORISED,22ec6569-72fa-43d3-98b1-a9ccd74e2b10
2022-12-29,RECEIVE,Morgan Schoermer,,,135.0,900,,,AUTHORISED,40886013-5403-4b9c-904f-fe12da50c52d
2022-12-29,SPEND,LINKT,,,610.0,493,,Tolls,AUTHORISED,59603568-0557-4f78-97c2-1166f9caf3d8
2022-12-29,SPEND,ATM,,,2.8,404,,Bank Fee,AUTHORISED,c657f202-121b-4cde-b146-3a51a5cf01cb
2022-12-29,SPEND,LINKT,,,15.94,493,,Tolls,AUTHORISED,441bb272-3e6b-43fd-b6c6-6e1e679507a0
2022-12-29,SPEND,Smoked Paprika,,,52.6,420,,Lunch,AUTHORISED,202f55b2-220b-4ac9-bf94-5262319ffc48
2022-12-29,SPEND,LINKT,,,15.72,493,,Tolls,AUTHORISED,247efd6d-0fc8-44a7-a9c8-92ab8240d9ad
2022-12-30,SPEND,ATM,,,2.5,404,,,AUTHORISED,68d4dcac-0c3f-49bf-81ac-00cd1592e01d
2022-12-30,SPEND,Morgan Schoermer,,,250.0,900,,Drawings,AUTHORISED,565950a5-bef1-4b29-9f8d-e164de259e9b
2022-12-30,RECEIVE,Morgan Schoermer,,,250.0,900,,,AUTHORISED,a3d7b716-02b3-49f8-a9e9-304344ca642d
2022-12-30,RECEIVE,Morgan Schoermer,,,290.0,900,,,AUTHORISED,1fdb4cea-79d2-4dc2-bef0-58ed12138646
2022-12-30,RECEIVE,Morgan Schoermer,,,250.0,900,,Onwer's Funds Deposited,AUTHORISED,6659c6e4-8d15-4574-8107-3c85fa73220f
2022-12-30,RECEIVE,Morgan Schoermer,,,100.0,900,,,AUTHORISED,7172518a-4d4c-4423-b71e-a7a34d7b88e0
2022-12-30,SPEND,V & Amp Cafe,,,11.5,420,,Owner's Lunch,AUTHORISED,16ec91a6-a1d7-453c-8cd8-2b3223326a38
2022-12-30,SPEND,GYG,,,6.5,420,,Owner's Lunch,AUTHORISED,fc46616e-70fc-4b9e-beb1-6fd3765bbe09
2022-12-30,SPEND,Big W,,,93.5,461,,,AUTHORISED,ebd728a3-ddfc-408d-9dc7-e34a5b29c6f6
2022-12-30,SPEND,TK Maxx,,,109.97,310,,Samples,AUTHORISED,1349061c-fea4-49e4-a5cf-cbac7cba7275
2023-01-03,SPEND,Westpac Bank,,,10.0,404,,Bank Fees,AUTHORISED,934401d2-d6df-4d77-8a7d-8373a234f64d
2023-01-03,RECEIVE,Morgan Schoermer,,,91.03,900,,,AUTHORISED,6f34f92c-13e6-4cd7-b8d4-44aac22cf870
2023-01-03,SPEND,Coles,,,36.22,420,,Owner's Lunch,AUTHORISED,b7cdd97c-e46e-4edc-89d3-1c3c33ea2fd9
2023-01-03,SPEND,Coles,,,34.1,420,,Owner's Lunch,AUTHORISED,e38ea3d0-6abe-48a3-a3d1-1ecd158a6fd6
2023-01-03,SPEND,Nini Guo,,,13.55,420,,Lunch,AUTHORISED,b59d4066-efd5-41ea-9ce0-0d7a2a3b9e6a
2023-01-03,SPEND,Yardie's,,,46.5,420,,Owner's Lunch,AUTHORISED,45e00d3f-c471-4394-9f31-4309be797b53
2023-01-03,SPEND,KFC,,,2.95,420,,Owners Lunch,AUTHORISED,d0dcc8a0-2de5-4f3e-9f6b-3d2f28e79a92
2023-01-03,SPEND,Kebab Corner,,,16.0,420,,Lunch,AUTHORISED,5c4845d6-1aa7-43a7-b6da-443face9aa4d
2023-01-03,SPEND,JB HiFi,,,49.0,453,,Keyboard and Mouse,AUTHORISED,1fee5aea-280e-438d-be8d-3497f8f8610d
2023-01-03,SPEND,BWS,,,47.0,453,,Water and Drinks,AUTHORISED,17be792f-c90f-480f-ade0-293a906d0a6c
2023-01-03,SPEND,Coles,,,105.7,420,,Owner's Lunch,AUTHORISED,97c9fbee-ae5c-4ff3-95c1-57dea6eaf92d
2023-01-03,SPEND,BP,,,30.1,449,,Fuel,AUTHORISED,5f7f2ac4-8ed9-4946-8d48-6404e7caf52e
2023-01-03,SPEND,HSW,,,90.0,420,,Lunch,AUTHORISED,5d3f3eef-af57-4432-8b0e-6f1340a151ad
2023-01-03,SPEND,Coles,,,21.65,420,,Owner's Lunch,AUTHORISED,de1fb31b-a21e-4c20-97cd-d33449e3fd27
2023-01-03,SPEND,Beam,,,2.7,493,,Car Hire,AUTHORISED,e99ef0aa-9891-45d1-acc7-b950a65fc9b1
2023-01-03,SPEND,GYG,,,10.58,420,,Lunch,AUTHORISED,7bf86484-3311-4210-8109-fd8c4436ed9b
2023-01-03,SPEND,PORPOR Woka,,,72.81,420,,Lunch,AUTHORISED,08681f93-45a6-443c-845b-9d1963172278
2023-01-03,SPEND,BWS,,,20.0,453,,Water and Drinks,AUTHORISED,78aa260a-4551-4cc8-9ece-b3f9a3d86087
2023-01-03,SPEND,BWS,,,20.0,453,,Water and Drinks,AUTHORISED,08b3bba4-b352-48fe-a5f0-ff23234b6cfb
2023-01-03,SPEND,Chemist Warehouse,,,14.48,453,,Water,AUTHORISED,3a9c8582-3afb-485f-af49-c6f571e7dd22
2023-01-03,RECEIVE,Parliament Skate Shop,,,500.0,258,,Photography work,AUTHORISED,e6930480-cf1e-4693-861b-8c4a335d3692
2023-01-04,SPEND,Rose That,,,50.7,420,,Lunch,AUTHORISED,610755ad-4f7e-4515-bbf2-17f7f1933454
2023-01-04,SPEND,Breakfast Creek,,,25.9,420,,Owner's Lunch,AUTHORISED,d8c1b00d-dcbc-4a81-978b-32a9ad0c09e0
2023-01-04,SPEND,Caltex,,,31.05,449,,Fuel,AUTHORISED,0d587076-f2be-4cf9-9238-4e93a56d1086
2023-01-04,SPEND,Night Owl,,,6.0,420,,Owner's Lunch,AUTHORISED,19fb77e9-5785-47d6-a3c1-b3bf5daeeb1d
2023-01-04,SPEND,Marinara,,,191.0,420,,Lunch,AUTHORISED,d1b1e9d4-2a3c-422e-a71b-b68d7a9a026c
2023-01-04,SPEND,BWS,,,30.25,453,,Water and Drinks,AUTHORISED,2027dcb8-1940-4d9a-b12d-b90217336168
2023-01-04,SPEND,ALH,,,16.4,420,,Lunch,AUTHORISED,6e92d7e6-a75e-4ac8-a88e-d61a933c77e0
2023-01-05,RECEIVE,Morgan Schoermer,,,511.0,900,,,AUTHORISED,55b14e3b-2752-41f7-9c85-152caa55d919
2023-01-05,RECEIVE,Morgan Schoermer,,,96.0,900,,,AUTHORISED,1d0750ae-728c-458d-8e74-574f06a33a0b
2023-01-05,SPEND,Uniqlo,,,15.05,310,,Stock for webstore,AUTHORISED,82e40e2d-6a1f-47c1-8b6a-8fc3d2efa395
2023-01-05,SPEND,UBER,,,10.43,493,,Uber,AUTHORISED,cb9e061f-3a50-472f-9dbc-7cbded01e1a4
2023-01-05,SPEND,BreadTop,,,6.97,420,,Lunch,AUTHORISED,11edc9a7-dad0-4a4f-b3b1-8e3dee448b24
2023-01-05,SPEND,Lifeline,,,25.0,429,,Office Monitor,AUTHORISED,a7f53636-394d-4dbb-96f6-75b51055085f
2023-01-05,SPEND,UBER,,,14.07,493,,Uber,AUTHORISED,7fcf641c-3741-4e1a-b3c4-c9f964ce65f7
2023-01-05,SPEND,Hype DC,,,129.99,429,,Samples,AUTHORISED,12927b1f-b3c3-4832-9cd5-d35b533077db
2023-01-05,SPEND,P Kumar,,,95.0,429,,Heat Press,AUTHORISED,b7e44371-568e-4a70-822a-c2d733bf9b3f
2023-01-06,RECEIVE,Morgan Schoermer,,,188.0,900,,owner funds deposited into the business,AUTHORISED,f5071774-3576-423a-b46a-6ba46ad351e4
2023-01-06,SPEND,Big W,,,368.2,429,,Photo Studio Props,AUTHORISED,82e99af7-d612-4bca-aa5b-832b5f6ed07a
2023-01-06,SPEND,Xin Chao,,,90.0,420,,Lunch,AUTHORISED,24ec641b-8627-4b41-8af5-603f8861a8de
2023-01-06,SPEND,Coles,,,12.0,420,,Owner's Lunch,AUTHORISED,695b753f-0126-4e2b-ab22-f71264f230e0
2023-01-09,SPEND,Real Estate,,,700.0,469,,,AUTHORISED,bfa3d75b-5c68-413c-8dfb-0d0f17f1c86d
2023-01-09,RECEIVE,Morgan Schoermer,,,407.54,900,,,AUTHORISED,9fb451de-255f-4d28-949b-3450fb2e233a
2023-01-09,RECEIVE,Morgan Schoermer,,,700.0,900,,,AUTHORISED,6a1363fc-5adb-4673-ad3f-4e29de0bf3e2
2023-01-09,RECEIVE,Morgan Schoermer,,,100.0,900,,,AUTHORISED,8132012e-8e59-4ad3-98bc-a0af48fae82d
2023-01-09,RECEIVE,Morgan Schoermer,,,198.0,900,,,AUTHORISED,176df5f5-883d-452d-9df4-e1cd43294c1c
2023-01-09,RECEIVE,Morgan Schoermer,,,198.0,900,,,AUTHORISED,d63f7d0a-5462-4cc7-8215-fd42e103f71f
2023-01-09,SPEND,Beam,,,2.95,493,,Car Hire,AUTHORISED,6d04dfac-d516-4dd4-a5db-04cdf5fc82b2
2023-01-09,SPEND,Coles,,,35.5,420,,Owner's Lunch,AUTHORISED,a276774f-c4c5-4fae-b165-3f80ca023753
2023-01-09,SPEND,Coles,,,19.1,420,,Owner's Lunch,AUTHORISED,c92ef9e8-41f0-4e33-a39d-389a97df7254
2023-01-09,SPEND,UBER,,,10.44,493,,Uber,AUTHORISED,92be630f-cf31-4023-a568-35cf6321e5fd
2023-01-09,SPEND,UBER,,,5.0,493,,Uber,AUTHORISED,34506196-3901-4ade-be50-316dd9569973
2023-01-09,SPEND,Tivoli,,,33.35,420,,Lunch,AUTHORISED,3ae17876-9078-4554-96f5-234a41672c31
2023-01-09,SPEND,Paciific Conce,,,31.25,420,,Lunch,AUTHORISED,000faed1-800a-45e7-8966-24bfb18d3bd4
2023-01-09,SPEND,Bunnings,,,101.66,473,,,AUTHORISED,11ff4cea-86b9-41af-8df7-891138cbef20
2023-01-09,SPEND,Bunnings,,,159.6,473,,,AUTHORISED,74aeee76-468b-4f73-8172-9f77c82914cd
2023-01-09,SPEND,UBER,,,19.34,493,,Uber,AUTHORISED,380b44df-b6b1-4ce0-9528-b9a17ea2d7d9
2023-01-09,SPEND,UBER,,,11.48,493,,Uber,AUTHORISED,b5675793-6b2f-424e-86f7-c13901417c00
2023-01-09,SPEND,UBER,,,10.89,493,,Uber,AUTHORISED,b8a4436c-99ad-4935-a6d4-db6419f36ea7
2023-01-09,SPEND,Night Owl,,,8.0,420,,Owner's Lunch,AUTHORISED,0b25ed8b-a1e6-49fb-8f08-d8324c3823a9
2023-01-09,SPEND,Beam,,,2.95,493,,Car Hire,AUTHORISED,92f60d6e-108c-4e21-9494-d7b400ef48a6
2023-01-09,SPEND,Modern Cafe,,,126.0,420,,Lunch,AUTHORISED,110804dc-a874-462a-8d40-bacbe8af89bf
2023-01-09,SPEND,Ace Transport,,,470.0,449,,Towing,AUTHORISED,6cdc7c51-f090-49d5-9f94-995029ac5c4d
2023-01-09,RECEIVE,Bunnings,,,100.0,429,,Hire Deposit Returns,AUTHORISED,f22a93cd-7689-4c75-bacc-b37f18f2eb6d
2023-01-09,RECEIVE,Morgan Schoermer,,,76.95,900,,,AUTHORISED,3fc253b9-0769-4167-aa5b-576d871369c0
2023-01-09,SPEND,Morgan Schoermer,,,155.0,420,,,AUTHORISED,da50e5da-4e3c-4eea-87bd-0d85b2841eee
2023-01-09,RECEIVE,Parliament Skate Shop,,,500.0,258,,Photography work,AUTHORISED,04766965-9001-4c14-a86a-8f36cc234246
2023-01-10,SPEND,Bh1 Pharmacy,,,17.49,429,,,AUTHORISED,4fa40053-7514-4bbb-a8c9-aa44194772e5
2023-01-10,SPEND,Bh1 Pharmacy,,,2.49,429,,,AUTHORISED,8585c236-0300-4cad-ab31-34bd92cf69ea
2023-01-10,SPEND,TWC,,,12.49,429,,,AUTHORISED,867dfc5a-fce1-498f-89ac-18a65b87a6c6
2023-01-10,SPEND,Aldi,,,56.42,453,,Water,AUTHORISED,d2b522b2-6201-4106-8937-272adcda5dca
2023-01-10,SPEND,Coles,,,120.61,420,,Owner's Lunch,AUTHORISED,748950a5-5b52-4912-ac98-b8d053cf4a03
2023-01-10,SPEND,Optus,,,60.0,489,,Phone Bill,AUTHORISED,451dfc6e-d788-43cd-b71b-e905d4bbe4a8
2023-01-10,RECEIVE,Bh1 Pharmacy,,,3.5,900,,Refund,AUTHORISED,9eafcf39-6c77-4eea-a706-753cc6676dd6
2023-01-11,SPEND,BP,,,25.12,449,,Fuel,AUTHORISED,500ad00d-f923-4160-90e4-d295a8920904
2023-01-11,RECEIVE,Morgan Schoermer,,,815.01,900,,,AUTHORISED,650b33ab-2282-4457-87d2-11df0ecad0bc
2023-01-11,SPEND,Bunnings,,,11.61,473,,,AUTHORISED,3c3271b8-873b-49b2-bcb8-a756c5e58be3
2023-01-11,SPEND,Bunnings,,,3.87,473,,,AUTHORISED,ebcf772b-7289-4ba9-b004-94fe0c483275
2023-01-11,SPEND,Paul Suares,,,950.0,429,,Roland Machine,AUTHORISED,fd61a4ae-81c6-43d5-83cf-bfeb9f63a952
2023-01-11,SPEND,Paul Suares,,,70.0,429,,Roland Machine,DELETED,12c073f5-1c03-4f3a-adc7-86d9833cfa9a
2023-01-11,SPEND,Paul Suares,,,70.0,416,,,AUTHORISED,89ba31e2-3ef2-4e77-9438-4198de24da86
2023-01-12,RECEIVE,Morgan Schoermer,,,492.0,900,,,AUTHORISED,518b3d02-fb73-422a-8816-fc4c147964f4
2023-01-13,SPEND,Open Ai,,,24.72,485,,Ai Program,AUTHORISED,5f73e667-b11c-4ab9-9e4b-3927731fc981
2023-01-13,SPEND,ATM,,,2.5,404,,Withdrawl Fee,AUTHORISED,ff461112-02b3-4062-bcaa-78ea660bc0e2
2023-01-13,SPEND,Optus,,,99.0,489,,,AUTHORISED,16a91644-1db2-480c-bde2-b940732eb57c
2023-01-13,SPEND,Morgan Schoermer,,,220.0,900,,,AUTHORISED,aa197088-debc-4543-94a2-e0dc4ff21dd8
2023-01-13,SPEND,Yardie's,,,10.0,420,,Owner's Lunch,AUTHORISED,6c13a242-be95-4d1a-a93a-4d35060d8020
2023-01-13,SPEND,Coles,,,56.91,420,,Owner's Lunch,AUTHORISED,e4224d81-f763-42b9-8414-ce2f25b53ca4
2023-01-13,SPEND,Yardie's,,,20.0,420,,Owner's Lunch,AUTHORISED,9d742fea-9463-44db-a9be-b24f4b52722c
2023-01-16,SPEND,BP,,,20.05,449,,Fuel,AUTHORISED,4ada76ba-c8d3-4475-86d0-23eb845f56af
2023-01-16,SPEND,Breakfast Creek,,,38.93,420,,Owner's Lunch,AUTHORISED,f66c647e-fbf5-40a6-8f1f-35ec03d06ca1
2023-01-16,SPEND,Lifeline,,,20.0,429,,Office Monitor,AUTHORISED,38b5fac3-b7b9-4bf8-ac49-e9545e1cfada
2023-01-16,RECEIVE,Parliament Skate Shop,,,500.0,258,,Photography work,AUTHORISED,47b2a9cf-651f-4b10-bf55-6a4579500ff2
2023-01-17,SPEND,Real Estate,,,350.0,469,,Rent,AUTHORISED,63d7e112-01c2-49e5-aabe-58900aac3773
2023-01-18,SPEND,Breakfast Creek,,,38.93,420,,Owner's Lunch,AUTHORISED,39b009c7-c587-4c9e-b808-d6d3e392e5af
2023-01-19,SPEND,Morgan Schoermer,,,114.0,900,,,AUTHORISED,cd2358d4-8593-4eef-b29e-96bd7afb62c5
2023-01-20,RECEIVE,Abyss Distribution,,,1000.0,260,,Commisions Payed,AUTHORISED,0a151d43-7daa-4ce6-8a1e-f4baea80930b
2023-01-23,SPEND,R&T Schoermer,,,1000.0,900,,Loan Repayment,AUTHORISED,e4e04bbc-26e4-4975-b826-8bb7317c5e1c
2023-01-23,RECEIVE,Parliament Skate Shop,,,500.0,258,,Photography work,AUTHORISED,fefb5ed0-42d0-4511-907c-ce019e658c16
2023-01-27,SPEND,Real Estate,,,350.0,469,,,AUTHORISED,6b51b799-7b4a-4a69-8e72-c564c472c515
2023-01-30,RECEIVE,Parliament Skate Shop,,,500.0,258,,Photography work,AUTHORISED,55db5f96-f909-4fb3-a9e9-342ae5885156
2023-01-31,SPEND,Real Estate,,,350.0,469,,Office Rent,AUTHORISED,e24fe331-131c-4eca-93dd-be3e5287cc07
2023-01-31,SPEND,Morgan Schoermer,,,270.0,900,,,AUTHORISED,73b476a8-b4fc-45c9-bfa5-c7d1facf6cc0
2023-02-01,SPEND,Westpac Bank,,,10.0,404,,Bank Fees,AUTHORISED,920ced6b-6735-4057-9ba4-a9b16562affc
2023-02-01,SPEND,Morgan Schoermer,,,30.0,900,,,AUTHORISED,cede6a1f-8a4a-4e53-87ea-44b19533b561
2023-02-06,RECEIVE,Parliament Skate Shop,,,500.0,258,,Photography work,AUTHORISED,ca35783b-792e-4778-a4d2-3aadf0695bce
2023-02-13,SPEND,Real Estate,,,350.0,469,,,AUTHORISED,354bcae9-9ce6-47ec-96cf-6b4bf9551785
2023-02-13,RECEIVE,Parliament Skate Shop,,,500.0,258,,Photography work,AUTHORISED,792b9785-db46-4fa5-8b22-69a6a2e6f1a0
2023-02-16,SPEND,Real Estate,,,350.0,469,,Office Rent,AUTHORISED,72a3d994-23ef-42b4-bd59-f715f6ad14be
2023-02-20,SPEND,Real Estate,,,350.0,469,,Office Rent,AUTHORISED,5ac50fbc-0316-4c3e-8102-a634b90a32b3
2023-02-20,RECEIVE,Abyss Distribution,,,1000.0,260,,Commisions Paid,AUTHORISED,6489c336-f035-48f8-b11c-43df70716951
2023-02-20,SPEND,Morgan Schoermer,,,50.0,900,,,AUTHORISED,dc19601f-3b1e-47d0-8f68-daa0eaa66647
2023-02-20,RECEIVE,Parliament Skate Shop,,,500.0,258,,Photography work,AUTHORISED,d8a6006d-6521-46b7-9fae-d2e184558a84
2023-02-21,RECEIVE,Corey Nixon,,,117.5,255,,Studio hire,AUTHORISED,6e9ef626-f205-440d-bd14-6c1c8fd44b16
2023-02-21,RECEIVE,Corey Nixon,,,117.5,255,,Studio Hire,AUTHORISED,8d2f3a18-d232-4f40-a428-774ec6c30d03
2023-02-22,SPEND,Optus,,,30.0,489,,Phone Bill,AUTHORISED,7c573726-e463-416e-a650-8107659346ea
2023-02-23,SPEND,Morgan Schoermer,,,227.0,900,,,AUTHORISED,be50898b-a66b-47d1-836d-eed0980766c9
2023-02-23,SPEND,Jetstar,,,367.46,493,,Flitghs,AUTHORISED,6065eee8-d68f-4671-b74b-40de69a10d83
2023-02-27,SPEND,Morgan Schoermer,,,100.0,900,,,AUTHORISED,59e9d920-2e76-4867-8fd1-cc979e8c6cc0
2023-02-27,SPEND,Morgan Schoermer,,,200.0,900,,,AUTHORISED,d81f1b17-e41e-413b-b535-993f5a0ab772
2023-02-27,SPEND,Morgan Schoermer,,,100.0,900,,,AUTHORISED,953be57b-dc55-400e-89ce-dc71a0d716c7
2023-02-27,SPEND,Morgan Schoermer,,,100.0,900,,,AUTHORISED,78beb020-9f06-4f87-8040-796766037124
2023-02-27,RECEIVE,Parliament Skate Shop,,,500.0,258,,Photography work,AUTHORISED,0f633bcc-20b3-4c14-9add-4b5e8cca5698
2023-02-28,SPEND,Real Estate,,,350.0,469,,Office Rent,AUTHORISED,8e57c8cb-0a57-416a-927b-9ac444f3f36b
2023-02-28,SPEND,Morgan Schoermer,,,400.0,900,,,AUTHORISED,a968f5aa-cb7e-4457-b557-b27f7beefe08
2023-02-28,SPEND,Interest,,,0.02,437,,Interest Received Earned ,AUTHORISED,8a4cc085-8d74-4a19-a648-a6fbb83c36de
2023-02-28,RECEIVE,Corey Nixon,,,70.0,255,,Studio Hire,AUTHORISED,15a1e952-aa9d-4a47-9a6f-3cc9bc9f312c
2023-02-28,RECEIVE,Corey Nixon,,,117.5,255,,Studio Rental,AUTHORISED,8b8042ed-be89-4f71-a7f6-da7e4ff1049f
2023-03-01,SPEND,Westpac Bank,,,10.0,404,,Bank Fees,AUTHORISED,d4c3dde7-0c68-4594-892c-55932b7cafe2
2023-03-01,RECEIVE,Nathalie Capello,,,117.5,255,,Studio Rental,AUTHORISED,7a902e94-c34f-4430-8bc1-c88364cb9a2e
2023-03-06,SPEND,Morgan Schoermer,,,385.0,900,,,AUTHORISED,f33030a1-0629-41b3-b989-0f57f49ce055
2023-03-06,SPEND,Morgan Schoermer,,,100.0,900,,,AUTHORISED,c17ce6fa-d69b-417e-a724-ba79bcb7f27b
2023-03-06,SPEND,Optus,,,60.0,489,,Phone Bill,AUTHORISED,4eb1f88a-31d0-46a2-aa87-41e370f2b70a
2023-03-06,RECEIVE,Parliament Skate Shop,,,500.0,258,,Photography work,AUTHORISED,ab22894d-3d7e-4c5c-83d7-d8ce0dfc20e6
2023-03-07,SPEND,Real Estate,,,920.0,469,,Office Rent,AUTHORISED,2030bcda-9400-4985-8883-a083613833a0
2023-03-07,RECEIVE,Morgan Schoermer,,,340.0,900,,,AUTHORISED,e1194e4f-ad57-4b19-b293-90f7c3de41e1
2023-03-07,RECEIVE,Corey Nixon,,,117.5,255,,Studio Rental,AUTHORISED,a984dc13-7c77-40a2-9e91-68c01d19cad9
2023-03-09,SPEND,UBER,,,34.7,493,,Uber,AUTHORISED,a6c2a5a2-50fc-4a8d-b099-c985ce452fe5
2023-03-13,RECEIVE,Parliament Skate Shop,,,500.0,258,,Photography work,AUTHORISED,829b6d84-f5e6-42c4-83ff-0a2d0cbfc06a
2023-03-14,SPEND,Real Estate,,,350.0,469,,Office Rent,AUTHORISED,233e3440-ba50-47cb-8628-6ab911a24ee0
2023-03-14,SPEND,UBER,,,47.92,493,,Uber,AUTHORISED,8daf5e71-6cf1-4120-9f00-37024776c7ba
2023-03-14,RECEIVE,Corey Nixon,,,150.0,255,,Studio Rental,AUTHORISED,e132eb17-a13b-4822-a04b-6ca01cd8978a
2023-03-15,SPEND,Morgan Schoermer,,,200.0,900,,,AUTHORISED,bf839b2c-dd50-4d5d-8b13-8fa86d39962a
2023-03-17,SPEND,UBER,,,28.42,493,,Uber,AUTHORISED,7c9ca416-c72b-416f-90f5-2f199761396b
2023-03-17,SPEND,UBER,,,13.68,493,,Uber,AUTHORISED,2e23e6bf-ff15-40ea-bbb5-468ed5c16623
2023-03-20,RECEIVE,Parliament Skate Shop,,,500.0,258,,Photography work,AUTHORISED,6967240e-781f-4e31-a768-388b89bf7cb3
2023-03-21,SPEND,Real Estate,,,350.0,469,,Office Rent,AUTHORISED,63b88118-bc60-44a4-9502-2c4d4129513e
2023-03-21,RECEIVE,Abyss Distribution,,,1000.0,260,,Commisions Payed,AUTHORISED,aae5e1e0-2946-4186-83b0-3d451a23a5a6
2023-03-21,RECEIVE,Corey Nixon,,,150.0,255,,Studio Rental,AUTHORISED,b53d2de1-a9bf-47f5-a8f2-e970cd5e5493
2023-03-23,SPEND,R&T Schoermer,,,1000.0,900,,Loan ,AUTHORISED,f0a72a30-7862-4239-b4df-2034df9372b2
2023-03-24,SPEND,Morgan Schoermer,,,100.0,900,,,AUTHORISED,d44f7cba-f033-495c-b170-904aeb5b6885
2023-03-27,SPEND,UBER,,,18.94,493,,Uber,AUTHORISED,cb1ad36a-f6a9-4080-9e94-489d09f19fd2
