Date,Description,Amount,Currency,Balance,Direction,XeroAccountCode,XeroAccountName,NeedsReview,ReviewNote,SourceFile,RuleVersion,PersonalIncomeCategory
2024-10-02,Card transaction of 4.95 AUD issued by Kfc Kelvin Grove KELVIN GROVE,-4.95,AUD,544.84,outgoing,420,Entertainment,no,mapped per Morgan rule,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v22-2026-02-18,
2024-10-02,Card transaction of 68.05 AUD issued by Coles 4528 NEWMARKET,-68.05,AUD,549.79,outgoing,453,Office Expenses,no,mapped per Morgan rule: Coles >= $20 office supplies,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v10-2026-02-18,
2024-10-02,Card transaction of 115.90 AUD issued by Spotlight Windsor WINDSOR,-115.90,AUD,617.84,outgoing,630,Inventory,no,mapped per Morgan rule,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v8-2026-02-18,
2024-10-03,Card transaction of 160.80 AUD issued by Stanley Brisbane,-160.80,AUD,1363.99,outgoing,880,Owner A Drawings,no,Personal - food/dining,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-03,Card transaction of 13.76 AUD issued by Uber *Trip Sydney,-13.76,AUD,1524.79,outgoing,493,Travel - National,no,mapped per Morgan rule: all Uber,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-03,Received money from WILLIAMS MORGAN SAM with reference | NOTPROVIDED,1000.00,AUD,1538.55,incoming,258,Photography Income,no,Business - photography/content,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-03,Card transaction of 6.29 AUD issued by Little Red Bakery RED HILL,-6.29,AUD,538.55,outgoing,880,Owner A Drawings,no,Personal - food/dining,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-04,Card transaction of 13.22 AUD issued by Uber *Trip Sydney,-13.15,AUD,1324.07,outgoing,493,Travel - National,no,mapped per Morgan rule: all Uber,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-04,Card transaction of 14.50 AUD issued by Destination Brisbane BRISBANE,-14.50,AUD,1337.22,outgoing,880,Owner A Drawings,no,Personal - food/dining,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-04,Card transaction of 12.27 AUD issued by Uber *Trip Sydney,-12.27,AUD,1351.72,outgoing,493,Travel - National,no,mapped per Morgan rule: all Uber,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-05,Card transaction of 13.22 AUD issued by Uber *Trip Sydney,-0.07,AUD,1151.30,outgoing,493,Travel - National,no,mapped per Morgan rule: all Uber,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-05,Card transaction of 72.88 AUD issued by Cocos Annerley ANNERLEY,-72.88,AUD,1151.37,outgoing,420,Entertainment,no,mapped per Morgan rule,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v22-2026-02-18,
2024-10-05,Card transaction of 60.00 AUD issued by Optus Prepaid Level 5 / 406,-60.00,AUD,1224.25,outgoing,489,Telephone & Internet,no,mapped per Morgan rule,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-05,Card transaction of 39.82 AUD issued by Uber* Eats Pending UBER.COM,-39.82,AUD,1284.25,outgoing,493,Travel - National,no,mapped per Morgan rule: all Uber,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-06,Card transaction of 373.90 AUD issued by Paypal *Ttm 094981554,-373.90,AUD,777.40,outgoing,429,General Expenses,no,Business expense - TTM,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-07,Card transaction of 41.42 AUD issued by Uber *Trip Sydney,-41.44,AUD,735.96,outgoing,493,Travel - National,no,mapped per Morgan rule: all Uber,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-08,Sent money to CALOTTE PTY LTD,-411.23,AUD,229.10,outgoing,469,Rent,no,mapped per Morgan rule,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-08,Card transaction of 95.65 AUD issued by Uber *Trip Sydney,-95.65,AUD,640.33,outgoing,493,Travel - National,no,mapped per Morgan rule: all Uber,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-08,Card transaction of 96.40 AUD issued by Uber *Trip Sydney,96.40,AUD,735.98,incoming,493,Travel - National,no,Card refund/reversal matched to Travel - National,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-08,Card transaction of 96.40 AUD issued by Uber *Trip Sydney,-96.40,AUD,639.58,outgoing,493,Travel - National,no,mapped per Morgan rule: all Uber,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-08,Card transaction of 41.42 AUD issued by Uber *Trip Sydney,0.02,AUD,735.98,incoming,493,Travel - National,no,Card refund/reversal matched to Travel - National,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-09,Card transaction of 116.82 AUD issued by Paypal *Bookingcoma 4029357733,-116.82,AUD,362.28,outgoing,493,Travel - National,no,Accommodation - business travel (review if personal),statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-09,Received money from BEN ARTHUR GALLETT with reference Garth,250.00,AUD,479.10,incoming,200,Sales,no,Business - sales,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,business_unsure
2024-10-10,Card transaction of 23.08 AUD issued by Uber *Trip Sydney,-23.08,AUD,327.10,outgoing,493,Travel - National,no,mapped per Morgan rule: all Uber,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-10,Card transaction of 12.10 AUD issued by Mcdonalds Pt Macq Hwy PORT | MACQUARI,-12.10,AUD,350.18,outgoing,880,Owner A Drawings,no,Personal - food/dining,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-11,Card transaction of 43.98 AUD issued by Apple.com/bill SYDNEY,-43.98,AUD,283.12,outgoing,485,Subscriptions,no,mapped per Morgan rule: Apple bill under $50 = subscription,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v6-2026-02-18,
2024-10-12,Card transaction of 5.50 AUD issued by Woolworths/76 Skyring Ter | NEWSTEAD,-5.50,AUD,19.42,outgoing,420,Entertainment,no,mapped per Morgan rule: Woolworths < $20 entertainment,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v11-2026-02-18,
2024-10-12,Card transaction of 7.20 AUD issued by Mcdonalds Kangaroo Pt KANGAROO | POIN,-7.20,AUD,24.92,outgoing,880,Owner A Drawings,no,Personal - food/dining,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-12,Card transaction of 17.19 AUD issued by Zlr*Yard Dogs Fortitude Val,-17.19,AUD,32.12,outgoing,420,Entertainment,no,mapped per Morgan rule,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-12,Card transaction of 95.30 AUD issued by Www.alhgroup.com* Me&u | +611300632638,-95.30,AUD,49.31,outgoing,880,Owner A Drawings,no,Personal - pub/hospitality,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-12,Card transaction of 17.54 AUD issued by Bcc Resource Rec Ctr FERNY | GROVE,-17.54,AUD,144.61,outgoing,880,Owner A Drawings,no,Personal - council/tip,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-12,Card transaction of 66.00 AUD issued by Spotlight Windsor WINDSOR,-66.00,AUD,162.15,outgoing,630,Inventory,no,mapped per Morgan rule,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v8-2026-02-18,
2024-10-12,Card transaction of 7.00 AUD issued by Bunningssausagesizzle | +611800797586,-7.00,AUD,228.15,outgoing,630,Inventory,no,mapped per Morgan rule: Bunnings under $100 = Inventory,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v9-2026-02-18,
2024-10-12,Card transaction of 19.98 AUD issued by Bunnings 556000 NEWSTEAD,-19.98,AUD,235.15,outgoing,630,Inventory,no,mapped per Morgan rule: Bunnings under $100 = Inventory,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v9-2026-02-18,
2024-10-12,Card transaction of 27.99 AUD issued by Super Cheap Auto WINDSOR,-27.99,AUD,255.13,outgoing,449,Motor Vehicle Expenses,no,mapped per Morgan rule: vehicle supplies,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v25-2026-02-18,
2024-10-13,Card transaction of 10.50 AUD issued by Bp Nb Forest Gl 4528 CHEVALLUM,-10.50,AUD,42.92,outgoing,449,Motor Vehicle Expenses,no,temporary fuel bucket per Morgan; confirm with accountant,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v16-2026-02-18,
2024-10-13,Card transaction of 16.00 AUD issued by Bp Nb Forest Gl 4528 CHEVALLUM,-16.00,AUD,53.42,outgoing,449,Motor Vehicle Expenses,no,temporary fuel bucket per Morgan; confirm with accountant,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v16-2026-02-18,
2024-10-13,Received money from MORGAN K SCHOERMER with reference | NOTPROVIDED,50.00,AUD,69.42,incoming,881,Owner A Funds Introduced,no,Owner funds in,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,owner_transfer
2024-10-15,Card transaction of 24.99 AUD issued by Apple.com/bill SYDNEY,-24.99,AUD,21.05,outgoing,485,Subscriptions,no,mapped per Morgan rule: Apple bill under $50 = subscription,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v6-2026-02-18,
2024-10-15,Card transaction of 48.30 AUD issued by Amazon Au +618662161072,-48.30,AUD,46.04,outgoing,880,Owner A Drawings,no,Personal - Amazon purchase,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-15,Card transaction of 49.54 AUD issued by Crown Hotel App Lutwyche,-49.54,AUD,94.34,outgoing,880,Owner A Drawings,no,Pub - personal,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-15,Card transaction of 33.00 AUD issued by Paypal *The Redbook 0407595044,-33.00,AUD,143.88,outgoing,429,General Expenses,no,Business expense - Redbook,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-15,Card transaction of 124.98 AUD issued by Uber* Eats Pending UBER.COM,-124.98,AUD,176.88,outgoing,493,Travel - National,no,mapped per Morgan rule: all Uber,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-15,Card transaction of 156.89 USD issued by Paypal *Xingjincxq4 13612892356,-231.45,AUD,301.86,outgoing,630,Inventory,no,Supplier payment,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-15,Sent money to Startit Limited AUD,201.23,AUD,533.31,incoming,425,Freight & Courier,no,Shipping/freight,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-15,Sent money to Startit Limited AUD,-201.23,AUD,332.08,outgoing,425,Freight & Courier,no,mapped per Morgan rule,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-15,Converted 9.61 AUD to 50.00 HKD,-9.61,AUD,533.31,outgoing,850,Suspense,no,currency conversion → Suspense (temporary clearing),statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v8-2026-02-19,
2024-10-15,Received money from MORGAN K SCHOERMER with reference | NOTPROVIDED,500.00,AUD,542.92,incoming,881,Owner A Funds Introduced,no,Owner funds in,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,owner_transfer
2024-10-15,Australia | HKD on 14 February 2026 [GMT+10:00] 0.00 HKD | Card transaction of 156.89 USD issued by Paypal *Xingjincxq4 13612892356,-14.14,HKD,0.00,outgoing,630,Inventory,no,Supplier payment,statement_98118670_HKD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-15,Sent money to union textiles dying limited,-35.86,HKD,14.14,outgoing,630,Inventory,no,mapped per Morgan rule: remaining supplier payments to Inventory,statement_98118670_HKD_2019-07-01_2026-02-14.pdf,v7-2026-02-18,
2024-10-15,Converted 9.61 AUD to 50.00 HKD,50.00,HKD,50.00,incoming,850,Suspense,no,Currency conversion,statement_98118670_HKD_2019-07-01_2026-02-14.pdf,v8-2026-02-19,
2024-10-16,"Received money from Lundgaard, Calli Susanne Craven with reference | NOTPROVIDED",800.00,AUD,819.56,incoming,258,Photography Income,no,Business - photography income,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-16,Card transaction of 1.49 AUD issued by Apple.com/bill SYDNEY,-1.49,AUD,19.56,outgoing,485,Subscriptions,no,mapped per Morgan rule: Apple bill under $50 = subscription,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v6-2026-02-18,
2024-10-17,"Converted 1,575.43 AUD to 1,050.00 USD",-1575.43,AUD,494.13,outgoing,850,Suspense,no,currency conversion → Suspense (temporary clearing),statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v8-2026-02-19,
2024-10-17,Received money from TURNER BRENLEY with reference NOTPROVIDED,1250.00,AUD,2069.56,incoming,200,Sales,no,Business - merch sales,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,business_unsure
2024-10-17,"Converted 1,575.43 AUD to 1,050.00 USD",1050.00,USD,1050.00,incoming,850,Suspense,no,Currency conversion,statement_62672724_USD_2019-07-01_2026-02-14.pdf,v8-2026-02-19,
2024-10-18,Converted 15.01 AUD to 10.00 USD,-15.01,AUD,464.11,outgoing,850,Suspense,no,currency conversion → Suspense (temporary clearing),statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v8-2026-02-19,
2024-10-18,Converted 15.01 AUD to 10.00 USD,-15.01,AUD,479.12,outgoing,850,Suspense,no,currency conversion → Suspense (temporary clearing),statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v8-2026-02-19,
2024-10-18,"Sent money to Hangzhou Pinli Clothing Accessories Co.,LTD",-1062.43,USD,7.57,outgoing,630,Inventory,no,mapped per Morgan rule: remaining supplier payments to Inventory,statement_62672724_USD_2019-07-01_2026-02-14.pdf,v7-2026-02-18,
2024-10-18,Converted 15.01 AUD to 10.00 USD,10.00,USD,1070.00,incoming,850,Suspense,no,Currency conversion,statement_62672724_USD_2019-07-01_2026-02-14.pdf,v8-2026-02-19,
2024-10-18,Converted 15.01 AUD to 10.00 USD,10.00,USD,1060.00,incoming,850,Suspense,no,Currency conversion,statement_62672724_USD_2019-07-01_2026-02-14.pdf,v8-2026-02-19,
2024-10-19,Card transaction of 12.10 AUD issued by Uber *Trip Sydney,-11.25,AUD,452.86,outgoing,493,Travel - National,no,mapped per Morgan rule: all Uber,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-20,Card transaction of 12.10 AUD issued by Uber *Trip Sydney,-0.85,AUD,452.01,outgoing,493,Travel - National,no,mapped per Morgan rule: all Uber,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-21,Card transaction of 19.98 AUD issued by Amazon Marketplace Au | +618662161072,-19.98,AUD,554.40,outgoing,630,Inventory,no,mapped per Morgan rule: Amazon < $100 inventory,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v23-2026-02-18,
2024-10-21,Card transaction of 33.05 AUD issued by Farmhouse Kedron +611300067986,-33.05,AUD,574.38,outgoing,880,Owner A Drawings,no,Personal - food/dining,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-21,Received money from RYAN J HETERICK with reference NOTPROVIDED,250.00,AUD,607.43,incoming,200,Sales,no,Business - sales,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-21,Card transaction of 94.58 AUD issued by Farmhouse Kedron +611300067986,-94.58,AUD,357.43,outgoing,880,Owner A Drawings,no,Personal - food/dining,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-22,Card transaction of 23.33 AUD issued by Fiverreu Nicosia,-23.33,AUD,531.07,outgoing,412,Consulting & Accounting,no,Fiverr - outsourced business services,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-23,Card transaction of 8.99 AUD issued by Apple.com/bill SYDNEY,-8.99,AUD,522.08,outgoing,485,Subscriptions,no,mapped per Morgan rule: Apple bill under $50 = subscription,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v6-2026-02-18,
2024-10-24,Card transaction of 33.86 AUD issued by Uber* Eats Pending UBER.COM,-3.98,AUD,488.22,outgoing,493,Travel - National,no,mapped per Morgan rule: all Uber,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-24,Card transaction of 33.86 AUD issued by Uber* Eats Pending UBER.COM,-29.88,AUD,492.20,outgoing,493,Travel - National,no,mapped per Morgan rule: all Uber,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-25,Card transaction of 29.44 AUD issued by Brewdog Fortitude Vall | +611300067986,-29.44,AUD,787.28,outgoing,880,Owner A Drawings,no,Personal - food/dining,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-25,Card transaction of 12.00 AUD issued by Wilson Parking Austral BRISBANE,-12.00,AUD,816.72,outgoing,880,Owner A Drawings,no,Personal - parking,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-25,Received money from WILLIAMS MORGAN SAM with reference | NOTPROVIDED,750.00,AUD,828.72,incoming,258,Photography Income,no,Business - photography/content,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-25,Card transaction of 45.50 AUD issued by Uber* Eats Pending UBER.COM,-45.50,AUD,78.72,outgoing,493,Travel - National,no,mapped per Morgan rule: all Uber,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-25,Card transaction of 364.00 AUD issued by Paypal *Airbnbpayme Hm | 4029357733,-364.00,AUD,124.22,outgoing,493,Travel - National,no,Accommodation - business travel (review if personal),statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-27,Card transaction of 718.67 AUD issued by Jetstar Air 4029357733,-718.67,AUD,528.61,outgoing,494,Travel - International,no,Business travel flight,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-27,"Received money from Lundgaard, Calli Susanne Craven with reference | NOTPROVIDED",760.00,AUD,1247.28,incoming,258,Photography Income,no,Business - photography income,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-27,Sent money to Teresa Helen Schoermer,-300.00,AUD,487.28,outgoing,630,Inventory,no,mapped per Morgan rule: remaining supplier payments to Inventory,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v7-2026-02-18,
2024-10-28,Card transaction of 6.07 AUD issued by Sq *Gramps Cafe Red Hill,-6.07,AUD,522.54,outgoing,420,Entertainment,no,mapped per Morgan rule,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v19-2026-02-18,
2024-10-29,Card transaction of 8.99 AUD issued by Apple.com/bill SYDNEY,-8.99,AUD,1102.32,outgoing,485,Subscriptions,no,mapped per Morgan rule: Apple bill under $50 = subscription,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v6-2026-02-18,
2024-10-29,Received money from WARRICK BRUCE TREWAVAS with reference | NOTPROVIDED,1000.00,AUD,1111.31,incoming,200,Sales,no,Business - merch sales,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-29,Sent money to CALOTTE PTY LTD,-411.23,AUD,111.31,outgoing,469,Rent,no,mapped per Morgan rule,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-30,Card transaction of 276.71 AUD issued by Paypal Va 4029357733,-276.71,AUD,825.61,outgoing,429,General Expenses,no,Business expense,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-31,Card transaction of 142.10 AUD issued by The Ballpark Portside | +61438193421,-142.10,AUD,1255.83,outgoing,880,Owner A Drawings,no,Personal - food/dining,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-31,"Received money from Lundgaard, Calli Susanne Craven with reference | NOTPROVIDED",440.00,AUD,1397.93,incoming,258,Photography Income,no,Business - photography income,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-31,Card transaction of 67.68 AUD issued by The Trustee For Dylan ASCOT,-67.68,AUD,957.93,outgoing,880,Owner A Drawings,no,Personal,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-10-31,Received money from JODIE ANN EHMER ATF JAMES ROBERT CLEARY with | reference NOTPROVIDED,200.00,AUD,1025.61,incoming,881,Owner A Funds Introduced,no,Personal - rent/bills/car,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,rental_income
2024-11-01,Card transaction of 52.75 AUD issued by Www.theballpark.au WWW. | THEBALLPA,-52.75,AUD,200.71,outgoing,880,Owner A Drawings,no,Personal - venue,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-11-01,Card transaction of 26.95 AUD issued by Uber* Pending WWW.UBER.COM/,-25.16,AUD,253.46,outgoing,493,Travel - National,no,mapped per Morgan rule: all Uber,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-11-01,Received money from JODIE ANN EHMER ATF JAMES ROBERT CLEARY with | reference NOTPROVIDED,250.00,AUD,278.62,incoming,881,Owner A Funds Introduced,no,Personal - rent/bills/car,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,rental_income
2024-11-01,Sent money to Peter Industrial Sewing Machine,-1201.23,AUD,28.62,outgoing,710,Office Equipment,no,mapped per Morgan rule,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v7-2026-02-18,
2024-11-01,Card transaction of 17.99 AUD issued by Apple.com/bill SYDNEY,-17.99,AUD,1229.85,outgoing,485,Subscriptions,no,mapped per Morgan rule: Apple bill under $50 = subscription,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v6-2026-02-18,
2024-11-01,Card transaction of 7.99 AUD issued by Apple.com/bill SYDNEY,-7.99,AUD,1247.84,outgoing,485,Subscriptions,no,mapped per Morgan rule: Apple bill under $50 = subscription,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v6-2026-02-18,
2024-11-02,Received money from JAMES ROBERT CLEARY BUSINESS EVERYDAY AC | with reference NOTPROVIDED,1000.00,AUD,1191.81,incoming,881,Owner A Funds Introduced,no,Personal - rent/bills,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,rental_income
2024-11-02,Card transaction of 16.84 AUD issued by Uber *Trip Sydney,-16.84,AUD,191.81,outgoing,493,Travel - National,no,mapped per Morgan rule: all Uber,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-11-02,Card transaction of -7.94 AUD issued by Apple.com/bill SYDNEY,7.94,AUD,208.65,incoming,485,Subscriptions,no,Card refund/reversal matched to Subscriptions,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v6-2026-02-18,
2024-11-03,Card transaction of 55.00 AUD issued by Optus Prepaid Level 5 / 406,-55.00,AUD,1135.02,outgoing,489,Telephone & Internet,no,mapped per Morgan rule,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-11-03,No information,55.00,AUD,1190.02,incoming,850,Suspense,no,Unknown - parked in Suspense,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-11-03,No information,-55.00,AUD,1135.02,outgoing,850,Suspense,no,Unknown - parked in Suspense,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-11-03,Card transaction of 26.95 AUD issued by Uber* Pending WWW.UBER.COM/,-1.79,AUD,1190.02,outgoing,493,Travel - National,no,mapped per Morgan rule: all Uber,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-11-04,Card transaction of 111.82 AUD issued by Smp*Momosho Pet Spa Paddington,-111.82,AUD,1041.18,outgoing,880,Owner A Drawings,no,Personal - pet expenses,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-11-04,Card transaction of -8.99 AUD issued by Apple.com/bill SYDNEY,8.99,AUD,1153.00,incoming,485,Subscriptions,no,Card refund/reversal matched to Subscriptions,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v6-2026-02-18,
2024-11-04,Card transaction of -8.99 AUD issued by Apple.com/bill SYDNEY,8.99,AUD,1144.01,incoming,485,Subscriptions,no,Card refund/reversal matched to Subscriptions,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v6-2026-02-18,
2024-11-05,Card transaction of 47.75 AUD issued by Uber* Pending WWW.UBER.COM/,-6.72,AUD,13.91,outgoing,493,Travel - National,no,mapped per Morgan rule: all Uber,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-11-05,Card transaction of 200.00 AUD issued by Ace Melbourne Tullamarine,-200.00,AUD,20.63,outgoing,449,Motor Vehicle Expenses,no,mapped per Morgan rule: vehicle transport expense,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v26-2026-02-18,
2024-11-05,Card transaction of 682.83 AUD issued by Ace Melbourne Tullamarine,-682.83,AUD,220.63,outgoing,449,Motor Vehicle Expenses,no,mapped per Morgan rule: vehicle transport expense,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v26-2026-02-18,
2024-11-05,Card transaction of 21.69 AUD issued by Uber* Pending WWW.UBER.COM/,-21.69,AUD,903.46,outgoing,493,Travel - National,no,mapped per Morgan rule: all Uber,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-11-05,Sent money to Peter Industrial Sewing Machine,-60.00,AUD,925.15,outgoing,710,Office Equipment,no,mapped per Morgan rule,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v7-2026-02-18,
2024-11-05,Card transaction of 15.00 AUD issued by Mcdonalds Bris Domair BRISBANE | AIRP,-15.00,AUD,985.15,outgoing,880,Owner A Drawings,no,Personal - food/dining,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-11-05,Card transaction of 47.75 AUD issued by Uber* Pending WWW.UBER.COM/,-41.03,AUD,1000.15,outgoing,493,Travel - National,no,mapped per Morgan rule: all Uber,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-11-07,Card transaction of 19.80 AUD issued by Kfc Au Kempsey Service Ce | Pyrmont,-13.91,AUD,0.00,outgoing,880,Owner A Drawings,no,Personal - food/dining,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-11-07,Card transaction of 19.80 AUD issued by Kfc Au Kempsey Service Ce | Pyrmont,-3.88,USD,3.69,outgoing,880,Owner A Drawings,no,Personal - food/dining,statement_62672724_USD_2019-07-01_2026-02-14.pdf,v5-2026-02-18,
2024-11-08,Card transaction of 18.00 AUD issued by Apple.com/bill SYDNEY,-18.00,AUD,24.65,outgoing,485,Subscriptions,no,mapped per Morgan rule: Apple bill under $50 = subscription,statement_16108725_AUD_2019-07-01_2026-02-14.pdf,v6-2026-02-18,
